facility_name,site_code,operator_name,operator_parent,country,metro,city,address,it_capacity_mw,colo_cages,private_cabinets,partial_cabinets,bare_metal,remote_hands,public_cloud,certifications,leaseable_signal,nearest_facilities,operator_website,facility_url,datacenters_com_url,cloudscene_url,relevance_score,relevance_reason,tags,confidence,exclude_from_outreach,scraped_at,source_url,notes
IPXON Córdoba,,IPXON Networks,,Argentina,Córdoba,X5003GQBCórdoba,Cnel. Pedro Zanni 306,,False,True,True,False,True,False,,Yes,Telecom Cordoba Oeste (0 km); Claro Data Center Cordoba (6.26 km); Cirion COR1 (6.58 km); Telecom Bosque Alegre (40.71 km); Keel Infrastructure Rio Cuarto (196.46 km),https://www.datacentermap.com/visit/datacenter/ipxon-crdoba/,https://www.datacentermap.com/argentina/cordoba/ipxon-crdoba/,https://www.datacenters.com/providers/ipxon-networks,,4,"Major colo/wholesale operator with commercial colo, outside a priority metro.","Colo, MultiSiteOperator",High,False,2026-08-07T23:59:26Z,https://www.datacentermap.com/argentina/cordoba/ipxon-crdoba/,"Operator HQ: Cordoba, Cordoba. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Ascenty - Santiago SCL3,SCL3,Ascenty Data Centers,,Chile,Santiago,7 Santiago,Guacolda 2100,,True,True,True,False,True,False,,Yes,Ascenty - Santiago SCL2 (0 km); Ascenty - Santiago SCL1 (0 km); Microsoft Quilicura (SCL03) (0.64 km); Cirion SAN2 (2.16 km); Sonda Kudos (2.17 km),https://www.datacentermap.com/visit/datacenter/ascenty-santiago-scl3/,https://www.datacentermap.com/chile/santiago/ascenty-santiago-scl3/,https://www.datacenters.com/providers/ascenty,,4,Major colo/IX-dense operator (Equinix-class) in a priority metro.,Colo,High,False,2026-08-08T00:10:49Z,https://www.datacentermap.com/chile/santiago/ascenty-santiago-scl3/,"Operator HQ: Vinhedo, Sao Paulo. Services offered: Suites, Cages, Footprints, Private Cabinets, Partial Cabinets, Remote Hands. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
ARSAT Buenos Aires,,ARSAT,,Argentina,Buenos Aires,B1621 Benavidez,Av. Juan D. Perón 7934,,True,True,True,False,True,False,,Yes,Advantun Benavidez (2.42 km); Advantun Talar (5.94 km); Telecom Pacheco (7.23 km); Kyndryl Martinez-Buenos Aires (20.42 km); EdgeConneX Buenos Aires - EDCBUE01 (21.84 km),https://www.datacentermap.com/visit/datacenter/arsat-buenos-aires/,https://www.datacentermap.com/argentina/buenos-aires/arsat-buenos-aires/,,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-07T23:56:21Z,https://www.datacentermap.com/argentina/buenos-aires/arsat-buenos-aires/,"Operator HQ: Benavidez, Buenos Aires. Services offered: Cages, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands."
Allytech Data Center,,Allytech S.A:,,Argentina,Buenos Aires,C1428DNGBuenos Aires,Av. Juramento 2059,,True,True,True,True,False,True,Tier 3,Yes,BAEHOST Web Hosting & Cloud (0.43 km); Neolo Datacenter (1.51 km); Claro Data Center Olleros (1.69 km); Telecom Estomba (2.26 km); Intermedia SP Data Center (2.65 km),https://www.datacentermap.com/visit/datacenter/allytech/,https://www.datacentermap.com/argentina/buenos-aires/allytech/,,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-07T23:56:16Z,https://www.datacentermap.com/argentina/buenos-aires/allytech/,"Operator HQ: Buenos Aires, Buenos Aires. Services offered: Cages, Private Cabinets, Partial Cabinets, Individual Servers, Bare Metal Servers, Public Cloud Servers."
BAEHOST Web Hosting & Cloud,,BAEHOST Web Hosting & Cloud,,Argentina,Buenos Aires,C1428Capital Federal,Av. Cabildo 2230,,False,True,True,True,True,True,Tier 3; ISO 27001,Yes,Allytech Data Center (0.43 km); Neolo Datacenter (1.7 km); Claro Data Center Olleros (1.83 km); Telecom Estomba (1.83 km); Intermedia SP Data Center (2.23 km),https://www.datacentermap.com/visit/datacenter/baehost/,https://www.datacentermap.com/argentina/buenos-aires/baehost/,,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-07T23:56:30Z,https://www.datacentermap.com/argentina/buenos-aires/baehost/,"Operator HQ: CABA, Argentina. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
G2K Datacenter,,G2K Argentina,,Argentina,Buenos Aires,San NIcolas,Leon Guruciaga 216,,True,True,True,True,True,True,,Yes,DonWeb Data Center Manuel Belgrano (60.36 km); Cirion ROS1 (66.05 km); Advantun Zarate (136.51 km); EdgeConneX Buenos Aires - EDCBUE01 (168.47 km); ARSAT Buenos Aires (183.85 km),https://www.datacentermap.com/visit/datacenter/g2k-datacenter/,https://www.datacentermap.com/argentina/buenos-aires/g2k-datacenter/,,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-07T23:57:12Z,https://www.datacentermap.com/argentina/buenos-aires/g2k-datacenter/,"Operator HQ: San Nicolas, Buenos Aires. Services offered: Cages, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Gigared Data Center,,Gigared,,Argentina,Buenos Aires,C1427CZBBuenos Aires,Donado 840,,True,True,True,False,True,False,,Yes,Cirion BUE1 (0.57 km); Telecom Estomba (2.56 km); Claro Data Center Olleros (2.73 km); Neolo Datacenter (2.93 km); BAEHOST Web Hosting & Cloud (3.06 km),https://www.datacentermap.com/visit/datacenter/gigared-data-center/,https://www.datacentermap.com/argentina/buenos-aires/gigared-data-center/,,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-07T23:57:17Z,https://www.datacentermap.com/argentina/buenos-aires/gigared-data-center/,"Operator HQ: CABA, Argentina. Services offered: Cages, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands."
IFX Belgrano,,IFXNetworks,,Argentina,Buenos Aires,C1093AAQBuenos Aires,Belgrano 1586,,False,True,True,True,True,True,,Yes,IPXON Buenos Aires (0.01 km); SyT Datacenter (1.13 km); SKYONLINE (1.64 km); Claro Data Center San Telmo (2.39 km); Prisma Medios de Pago DC (3.12 km),https://www.datacentermap.com/visit/datacenter/ifx-belgrano/,https://www.datacentermap.com/argentina/buenos-aires/ifx-belgrano/,https://www.datacenters.com/providers/ifx-networks/data-center-locations,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-07T23:57:22Z,https://www.datacentermap.com/argentina/buenos-aires/ifx-belgrano/,"Operator HQ: Bogota, Colombia. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Intermedia SP Data Center,,Intermedia SP,,Argentina,Buenos Aires,1B,Tronador 3430,,False,True,True,True,True,True,,Yes,Telecom Estomba (0.67 km); BAEHOST Web Hosting & Cloud (2.23 km); Allytech Data Center (2.65 km); Gigared Data Center (3.18 km); Cirion BUE1 (3.71 km),https://www.datacentermap.com/visit/datacenter/internet-data-center/,https://www.datacentermap.com/argentina/buenos-aires/internet-data-center/,,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-07T23:57:27Z,https://www.datacentermap.com/argentina/buenos-aires/internet-data-center/,"Operator HQ: Ciudad de Buenos Aires, Buenos Aires. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Kyndryl Martinez-Buenos Aires,ARMTZ,Kyndryl,,Argentina,Buenos Aires,B1640HFQ Martínez,Hipólito Yrigoyen 2149,,False,False,False,False,True,False,,Yes,Latincloud Buenos Aires (2.56 km); WNPower (4.22 km); Intermedia SP Data Center (7.65 km); Telecom Estomba (8.31 km); BAEHOST Web Hosting & Cloud (9.15 km),https://www.datacentermap.com/visit/datacenter/kyndryl-dc-buenos-aires/,https://www.datacentermap.com/argentina/buenos-aires/kyndryl-dc-buenos-aires/,https://www.datacenters.com/providers/kyndryl/data-center-locations,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-07T23:57:37Z,https://www.datacentermap.com/argentina/buenos-aires/kyndryl-dc-buenos-aires/,"Operator HQ: Brussels, Belgium. Services offered: Footprints, Remote Hands. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: # Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.data"
Latincloud Buenos Aires,,Latincloud,,Argentina,Buenos Aires,Vicente Lopez,Echeverria 2864,,True,True,True,True,True,True,,Yes,Kyndryl Martinez-Buenos Aires (2.56 km); WNPower (3.36 km); Intermedia SP Data Center (5.1 km); Telecom Estomba (5.76 km); BAEHOST Web Hosting & Cloud (6.73 km),https://www.datacentermap.com/visit/datacenter/nxnet/,https://www.datacentermap.com/argentina/buenos-aires/nxnet/,,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-07T23:58:07Z,https://www.datacentermap.com/argentina/buenos-aires/nxnet/,"Operator HQ: Buenos Aires, Argentina. Services offered: Suites, Cages, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Neolo Datacenter,,Neolo.com,,Argentina,Buenos Aires,3rd Floor,Olleros 2515,,False,True,True,True,True,True,,Yes,Claro Data Center Olleros (0.26 km); Allytech Data Center (1.51 km); BAEHOST Web Hosting & Cloud (1.7 km); Cirion BUE1 (2.9 km); Gigared Data Center (2.93 km),https://www.datacentermap.com/visit/datacenter/neolocom-dc/,https://www.datacentermap.com/argentina/buenos-aires/neolocom-dc/,,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-07T23:57:51Z,https://www.datacentermap.com/argentina/buenos-aires/neolocom-dc/,"Operator HQ: Capital Federal, Argentina. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Sencinet Wilde,,Sencinet,,Argentina,Buenos Aires,B1875FNC Wilde,Lobos 1100,,True,True,True,False,True,True,,Yes,NextStream Barracas (7.72 km); NextStream Velez (7.76 km); Claro Data Center San Telmo (8.59 km); Prisma Medios de Pago DC (9.82 km); Ringo DCI (9.86 km),https://www.datacentermap.com/visit/datacenter/sencinet-argentina/,https://www.datacentermap.com/argentina/buenos-aires/sencinet-argentina/,https://www.datacenters.com/providers/sencinet,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-07T23:58:26Z,https://www.datacentermap.com/argentina/buenos-aires/sencinet-argentina/,"Operator HQ: Sao Pauli, Brazil. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands, Public Cloud Servers. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
SyT Datacenter,,Servicios y Telecomunicaciones SA,,Argentina,Buenos Aires,Floor 2 / Office C,Suipacha 128,,False,True,True,True,True,True,,Yes,SKYONLINE (0.68 miles); IPXON Buenos Aires (0.7 miles); IFX Belgrano (0.7 miles); Claro Data Center San Telmo (1.47 miles); Prisma Medios de Pago DC (2.6 miles),https://www.datacentermap.com/visit/datacenter/servicios-y-telecomunicaciones-sa/,https://www.datacentermap.com/argentina/buenos-aires/servicios-y-telecomunicaciones-sa/,,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-07T23:58:32Z,https://www.datacentermap.com/argentina/buenos-aires/servicios-y-telecomunicaciones-sa/,"Operator HQ: Capital Federal, Argentina. Services offered: Suites, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
SKYONLINE,,SkyOnline,,Argentina,Buenos Aires,C1064AAHBuenos Aires,Balcarce 479,,True,True,True,True,True,True,Tier 3; PCI-DSS; ISO 27001,Yes,SyT Datacenter (1.1 km); Claro Data Center San Telmo (1.36 km); IFX Belgrano (1.64 km); IPXON Buenos Aires (1.64 km); Prisma Medios de Pago DC (4.1 km),https://www.datacentermap.com/visit/datacenter/skyonline/,https://www.datacentermap.com/argentina/buenos-aires/skyonline/,,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-07T23:58:41Z,https://www.datacentermap.com/argentina/buenos-aires/skyonline/,"Operator HQ: Buenos Aires, Argentina. Services offered: Suites, Cages, Footprints, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Telecentro Data Center,,Telecentro S.A.,,Argentina,Buenos Aires,B1752ALMLomas del Mirador,Coronel Pringles 3407,,True,True,True,False,True,False,,Yes,Cirion BUE1 (11.14 km); Gigared Data Center (11.28 km); Fiserv DC – Buenos Aires (12.05 km); Alfredo Coto Data Center (12.37 km); Ringo DCI (12.71 km),https://www.datacentermap.com/visit/datacenter/telecentro-data-center/,https://www.datacentermap.com/argentina/buenos-aires/telecentro-data-center/,,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-07T23:58:46Z,https://www.datacentermap.com/argentina/buenos-aires/telecentro-data-center/,"Operator HQ: San Justo, Buenos Aires. Services offered: Cages, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands."
WNPower,,WNPower Hosting,,Argentina,Buenos Aires,Olivos,Cmte. Leandro Rosales 2483,,True,True,True,True,True,True,,Yes,Latincloud Buenos Aires (3.36 km); Kyndryl Martinez-Buenos Aires (4.22 km); Intermedia SP Data Center (5.72 km); Telecom Estomba (6.24 km); BAEHOST Web Hosting & Cloud (6.27 km),https://www.datacentermap.com/visit/datacenter/wnpower/,https://www.datacentermap.com/argentina/buenos-aires/wnpower/,,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-07T23:59:10Z,https://www.datacentermap.com/argentina/buenos-aires/wnpower/,"Operator HQ: Vicente López, Buenos Aires. Services offered: Suites, Cages, Footprints, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Waugi Cloud - KM37,,Waugi Cloud,,Argentina,Buenos Aires,Moreno,Victorica 4862,,False,True,False,True,True,True,,Yes,Telecom Pacheco (20.95 km); Advantun Talar (21.7 km); Telecentro Data Center (23.59 km); ARSAT Buenos Aires (25.63 km); Advantun Benavidez (26.54 km),https://www.datacentermap.com/visit/datacenter/waugi-cloud-km37/,https://www.datacentermap.com/argentina/buenos-aires/waugi-cloud-km37/,,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-07T23:59:05Z,https://www.datacentermap.com/argentina/buenos-aires/waugi-cloud-km37/,"Operator HQ: Buenos Aires, Argentina. Services offered: Footprints, Private Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Ringo DCI,,iplan,,Argentina,Buenos Aires,Buenos Aires,Los Patos 2948,,True,False,False,True,True,True,Tier 3; ISO 27001,Yes,Prisma Medios de Pago DC (0.21 km); Fiserv DC – Buenos Aires (0.95 km); NextStream Barracas (2.22 km); NextStream Velez (2.22 km); IFX Belgrano (3.33 km),https://www.datacentermap.com/visit/datacenter/ringo-dci/,https://www.datacentermap.com/argentina/buenos-aires/ringo-dci/,,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-07T23:58:21Z,https://www.datacentermap.com/argentina/buenos-aires/ringo-dci/,"Operator HQ: Buenos Aires, Argentina. Services offered: Suites, Cages, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Cirion COR1,,Cirion,,Argentina,Córdoba,X5016 Córdoba,Av. Vélez Sarsfield 4445,,False,False,False,False,False,False,,Unclear,Telecom Cordoba Oeste (6.58 km); IPXON Córdoba (6.58 km); Claro Data Center Cordoba (11.74 km); Telecom Bosque Alegre (38.39 km); Keel Infrastructure Rio Cuarto (190.05 km),https://www.datacentermap.com/visit/datacenter/cirion-cor1/,https://www.datacentermap.com/argentina/cordoba/cirion-cor1/,https://www.datacenters.com/cirion-technologies-bue1,,3,"Major operator, but this site's public page lists no colocation services (specs likely login-gated).",MultiSiteOperator,Med,False,2026-08-07T23:59:16Z,https://www.datacentermap.com/argentina/cordoba/cirion-cor1/,"Operator HQ: Miami, Florida. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Claro Data Center Cordoba,,Claro,,Argentina,Córdoba,X5000 Córdoba,Miguel Cane 4100,,True,True,True,False,True,True,,Yes,Telecom Cordoba Oeste (6.26 km); IPXON Córdoba (6.26 km); Cirion COR1 (11.74 km); Telecom Bosque Alegre (46.73 km); Keel Infrastructure Rio Cuarto (201.63 km),https://www.datacentermap.com/visit/datacenter/claro-data-center-cordoba/,https://www.datacentermap.com/argentina/cordoba/claro-data-center-cordoba/,https://www.datacenters.com/providers/claro/data-center-locations,,3,Multi-site commercial colo operator outside priority metros.,"Colo, MultiSiteOperator",High,False,2026-08-07T23:59:21Z,https://www.datacentermap.com/argentina/cordoba/claro-data-center-cordoba/,"Operator HQ: , México. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands, Public Cloud Servers. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Telecom Bosque Alegre,,Telecom Argentina,,Argentina,Córdoba,Bosque Alegre Ground Station,Ruta Provincial S-271,,True,True,True,True,True,True,,Yes,Cirion COR1 (38.39 km); IPXON Córdoba (40.71 km); Telecom Cordoba Oeste (40.71 km); Claro Data Center Cordoba (46.73 km); Keel Infrastructure Rio Cuarto (174.43 km),https://www.datacentermap.com/visit/datacenter/telecom-bosque-alegre/,https://www.datacentermap.com/argentina/cordoba/telecom-bosque-alegre/,,,3,Multi-site commercial colo operator outside priority metros.,"Colo, MultiSiteOperator",Med,False,2026-08-07T23:59:31Z,https://www.datacentermap.com/argentina/cordoba/telecom-bosque-alegre/,"Operator HQ: Miami, FLORIDA. Services offered: Suites, Cages, Footprints, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Telecom Cordoba Oeste,,Telecom Argentina,,Argentina,Córdoba,X5003GQBCórdoba,Cnel. Pedro Zanni 306,,True,True,True,True,True,True,,Yes,IPXON Córdoba (0 km); Claro Data Center Cordoba (6.26 km); Cirion COR1 (6.58 km); Telecom Bosque Alegre (40.71 km); Keel Infrastructure Rio Cuarto (196.46 km),https://www.datacentermap.com/visit/datacenter/telecom-cordoba-oeste/,https://www.datacentermap.com/argentina/cordoba/telecom-cordoba-oeste/,,,3,Multi-site commercial colo operator outside priority metros.,"Colo, MultiSiteOperator",Med,False,2026-08-08T00:00:40Z,https://www.datacentermap.com/argentina/cordoba/telecom-cordoba-oeste/,"Operator HQ: Miami, FLORIDA. Services offered: Suites, Cages, Footprints, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Cirion MEN1,,Cirion,,Argentina,Mendoza,M5501 Godoy Cruz,Carril Rodríguez Peña 2331,,False,False,False,False,False,False,,Unclear,Data Center San Juan (157.21 km); OpenHost Datacenter (167.68 km); NextStream Apoquindo (171.28 km); Chilecom Datacenter (172.92 km); WireNet Chile Datacenter (172.92 km),https://www.datacentermap.com/visit/datacenter/cirion-men1/,https://www.datacentermap.com/argentina/mendoza/cirion-men1/,https://www.datacenters.com/cirion-technologies-bue1,,3,"Major operator, but this site's public page lists no colocation services (specs likely login-gated).",MultiSiteOperator,Med,False,2026-08-08T00:00:52Z,https://www.datacentermap.com/argentina/mendoza/cirion-men1/,"Operator HQ: Miami, Florida. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Cirion ROS1,,Cirion,,Argentina,Rosario,S2000 Rosario,José M. Rosa 1545,,False,False,False,False,False,False,,Unclear,DonWeb Data Center Manuel Belgrano (5.78 km); G2K Datacenter (66.05 km); Government of Santa Fe Data Center (139.22 km); UNL Data Center (141.54 km); Advantun Zarate (202.31 km),https://www.datacentermap.com/visit/datacenter/cirion-ros1/,https://www.datacentermap.com/argentina/rosario/cirion-ros1/,https://www.datacenters.com/cirion-technologies-bue1,,3,"Major operator, but this site's public page lists no colocation services (specs likely login-gated).",MultiSiteOperator,Med,False,2026-08-08T00:01:08Z,https://www.datacentermap.com/argentina/rosario/cirion-ros1/,"Operator HQ: Miami, Florida. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
Edesal Data Center,,Edesal Energía,,Argentina,San Luis,D5700BSQ San Luis,Av. España 430,,False,False,False,False,False,False,,Unclear,Data Center La Punta (15.21 km); Keel Infrastructure Rio Cuarto (183.57 km); Cirion MEN1 (234.65 km); Telecom Bosque Alegre (250.23 km); Data Center San Juan (284.94 km),https://www.datacentermap.com/visit/datacenter/edesal-data-center/,https://www.datacentermap.com/argentina/san-luis-ar/edesal-data-center/,,,3,AI/wholesale signal present but colocation footprint unclear from public page.,AIMention,Med,False,2026-08-08T00:03:32Z,https://www.datacentermap.com/argentina/san-luis-ar/edesal-data-center/,"Operator HQ: San Luis, Argentina."
Data Center TDF Tolhuin,,Data Center TDF,,Argentina,Ushuaia,Tolhuin,"_within Tolhuin, Tierra del Fuego, Argentina_",,False,True,True,False,True,False,Tier 3,Yes,,https://www.datacentermap.com/visit/datacenter/data-center-tdf-tolhuin/,https://www.datacentermap.com/argentina/ushuaia/data-center-tdf-tolhuin/,,,3,Multi-site commercial colo operator outside priority metros.,"Colo, MultiSiteOperator",High,False,2026-08-08T00:04:14Z,https://www.datacentermap.com/argentina/ushuaia/data-center-tdf-tolhuin/,"Operator HQ: Ushuaia, Argentina. Services offered: Footprints, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands."
Data Center TDF Ushuaia,,Data Center TDF,,Argentina,Ushuaia,3rd Floor,Gdor. Deloqui 555,,False,True,True,False,True,False,,Yes,Data Center TDF Tolhuin (78.86 km); Apoapsis (258.25 km); GTD Puerto Montt (1522.58 km); Opciones Puerto Montt (1523.35 km); Anacondaweb Temuco (1816.94 km),https://www.datacentermap.com/visit/datacenter/data-center-tdf-ushuaia/,https://www.datacentermap.com/argentina/ushuaia/data-center-tdf-ushuaia/,,,3,Multi-site commercial colo operator outside priority metros.,"Colo, MultiSiteOperator",High,False,2026-08-08T00:04:20Z,https://www.datacentermap.com/argentina/ushuaia/data-center-tdf-ushuaia/,"Operator HQ: Ushuaia, Argentina. Services offered: Footprints, Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands."
NextStream Paine,,NextStream,,Chile,Paine,0 Paine,Presidente Prieto 226,,False,True,True,False,False,False,,Yes,TECfusions Puente Alto (28.2 km); Amazon AWS SCL - Hurtado (29.13 km); ODATA ST02 (31.46 km); IIA Data Center (41.19 km); WireNet Chile Datacenter (41.4 km),https://www.datacentermap.com/visit/datacenter/nabiax-paine/,https://www.datacentermap.com/chile/paine/nabiax-paine/,https://www.datacenters.com/providers/nextstream,,3,Multi-site commercial colo operator outside priority metros.,"Colo, MultiSiteOperator",High,False,2026-08-08T00:04:48Z,https://www.datacentermap.com/chile/paine/nabiax-paine/,"Operator HQ: London, United Kingdom. Services offered: Suites, Footprints, Private Cabinets, Partial Cabinets. datacenters.com: AI/GPU terms: artificial intelligence | wholesale/hyperscale terms: wholesale | blurb: ## Top Services - [Capacity](https://www.datacenters.com/services/capacity) - [Wholesale](https://www.datacenters.com/services/wholesale) - [Artificial Intelligence](https://www.datacenters.com/services/artificial_intelligence) - [Real Estate](https://www.dat"
GTD Puerto Montt,,GTD Chile,,Chile,Puerto Montt,0 Puerto Montt,Ruta 5 Sur 1028,,True,True,True,False,True,False,,Yes,Opciones Puerto Montt (7.25 km); Anacondaweb Temuco (307.67 km); Opciones Concepción (520.04 km); Equinix ST4 (850.42 km); NextStream Paine (877.49 km),https://www.datacentermap.com/visit/datacenter/gtd-puerto-montt/,https://www.datacentermap.com/chile/puerto-montt/gtd-puerto-montt/,,,3,Multi-site commercial colo operator outside priority metros.,"Colo, MultiSiteOperator",High,False,2026-08-08T00:04:53Z,https://www.datacentermap.com/chile/puerto-montt/gtd-puerto-montt/,"Operator HQ: Huechuraba, Chile. Services offered: Cages, Private Cabinets, Partial Cabinets, Remote Hands."
Anacondaweb Santiago,,Anacondaweb S.A.,,Chile,Santiago,5Santiago,Alameda 580,,False,True,True,True,True,True,,Yes,Entel Central (0.04 km); GTD Moneda (0.42 km); IFX Phillips (0.7 km); GTD Huerfanos (0.78 km); GTD Lidice I (0.89 km),https://www.datacentermap.com/visit/datacenter/anacondaweb/,https://www.datacentermap.com/chile/santiago/anacondaweb/,,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-08T00:10:39Z,https://www.datacentermap.com/chile/santiago/anacondaweb/,"Operator HQ: Santiago, Metropolitana. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
Entel Central,,Entel,,Chile,Santiago,5Santiago,Av. Alameda Libertador Bernardo O'Higgins 600,,False,True,True,True,True,True,Tier 3; ISO 27001,Yes,Anacondaweb Santiago (0.04 km); GTD Moneda (0.43 km); IFX Phillips (0.74 km); GTD Huerfanos (0.8 km); GTD Lidice I (0.93 km),https://www.datacentermap.com/visit/datacenter/entel-central/,https://www.datacentermap.com/chile/santiago/entel-central/,,,3,Mid-size commercial colocation in a priority metro.,Colo,High,False,2026-08-08T00:26:36Z,https://www.datacentermap.com/chile/santiago/entel-central/,"Operator HQ: Santiago, Chile. Services offered: Private Cabinets, Partial Cabinets, Individual Servers, Remote Hands, Bare Metal Servers, Public Cloud Servers."
